text,label
What's the best way to organize a garage sale?,other
How do I get my cat to stop scratching furniture?,other
Can you recommend a good password manager?,other
What's a good way to learn touch typing?,other
How do I get better at remembering people's birthdays?,other
Can you help me understand different coffee brewing methods?,other
What's the best way to pack fragile items for moving?,other
How do I learn to read sheet music?,other
Can you recommend a good meditation app?,other
What's a good way to organize my closet by season?,other
How do I get my houseplants to bloom?,other
What's really good today,greeting
Hey there sunshine person,greeting
Good energy coming at you,greeting
What's really amazing today,greeting
Hey there brilliant human,greeting
Good thoughts your way,greeting
What's really wonderful today,greeting
Hey there radiant soul,greeting
Good fortune to you,greeting
What's really fantastic today,greeting
Hey there luminous being,greeting
Good karma flowing,greeting
What's really spectacular today,greeting
Hey there divine spirit,greeting
Good intentions for you,greeting
What's really magnificent today,greeting
Hey there cosmic friend,greeting
Good healing energy,greeting
What's really extraordinary today,greeting
Hey there peaceful warrior,greeting
I just spent 20 minutes looking for my glasses while wearing them,small_talk
Do you think my car judges me for singing off-key?,small_talk
My favorite shirt shrunk and now I'm emotionally attached to sadness,small_talk
I wonder if my keys hide from me on purpose,small_talk
Do you prefer the crunch of autumn leaves or bubble wrap?,small_talk
I always knock before entering my own bedroom,small_talk
My phone knows me better than most humans do,small_talk
I wonder if my couch misses me when I'm at work,small_talk
Do you think libraries smell like wisdom?,small_talk
I can't eat M&Ms without sorting them by color first,small_talk
My favorite pen died and I held a small funeral for it,small_talk
I wonder if my shower head has performance anxiety,small_talk
Do you prefer the sound of rain on a roof or ocean waves?,small_talk
I always thank my computer when it doesn't crash,small_talk
My favorite parking spot has been taken three days in a row,small_talk
I wonder if my houseplants stage interventions about my watering habits,small_talk
Do you think my microwave timer judges how often I reheat coffee?,small_talk
I can't open a bag of chips without making it explode everywhere,small_talk
My car's gas light comes on at the most inconvenient times,small_talk
I wonder if my pillows fight over who gets to support my head,small_talk
Do you prefer handwritten notes or typed messages?,small_talk
I always feel bad for the last slice of pizza,small_talk
My favorite weather app is wrong 90% of the time but I keep checking,small_talk
I wonder if my washing machine gets dizzy during the spin cycle,small_talk
Do you think my toothbrush gets jealous of my electric one?,small_talk
What is relational trauma exactly?,definition_request
Can you explain what polyvagal theory means?,definition_request
What's the difference between therapy and life coaching?,definition_request
Define what emotional fusion is in relationships,definition_request
What is high-functioning autism in adults?,definition_request
Explain what internal family systems therapy does,definition_request
What does it mean to have an anxious attachment style?,definition_request
Can you tell me about neurofeedback therapy?,definition_request
What is emotional cut-off in families?,definition_request
Define what psychological mindedness means,definition_request
What's the difference between shame and embarrassment?,definition_request
Explain what solution-focused therapy involves,definition_request
What is emotional fusion with parents?,definition_request
Can you define what therapeutic boundaries are?,definition_request
What does it mean to be emotionally immature?,definition_request
Explain what play therapy is used for,definition_request
What is anticipatory grief exactly?,definition_request
Define what psychological defenses are,definition_request
What's the difference between worry and rumination?,definition_request
Can you explain what family-of-origin work means?,definition_request
What is emotional triangulation?,definition_request
Define what counter-transference means in therapy,definition_request
What does it mean to have a disorganized attachment style?,definition_request
Explain what dialectical behavior therapy focuses on,definition_request
What is emotional enmeshment with family?,definition_request
How can I stop feeling guilty about having boundaries with family?,coping_advice
What should I do when my anxiety makes me avoid phone calls?,coping_advice
I need help dealing with my fear of being perceived as needy,coping_advice
How do I cope with feeling like I'm always walking on thin ice?,coping_advice
What can I do when my depression makes me feel numb to everything?,coping_advice
I need strategies for managing my fear of elevators,coping_advice
How do I deal with feeling overwhelmed by my own thoughts?,coping_advice
What helps when you feel like you're always the third wheel?,coping_advice
I need advice on handling my fear of dentist appointments,coping_advice
How can I manage my anxiety about my appearance in photos?,coping_advice
What should I do when I feel like I'm grieving my old self?,coping_advice
I need help coping with my fear of being replaced,coping_advice
How do I deal with feeling like I'm not allowed to take up space?,coping_advice
What can I do about my fear of making phone calls?,coping_advice
I need strategies for managing my anxiety about texting back,coping_advice
How do I cope with feeling like I'm behind everyone else in life?,coping_advice
What helps when you feel like you're always explaining yourself?,coping_advice
I need advice on dealing with my fear of being seen as dramatic,coping_advice
How can I manage my anxiety about eating in front of others?,coping_advice
What should I do when I feel like I'm not recovering the right way?,coping_advice
I need help with my fear of being genuine in relationships,coping_advice
How do I deal with feeling like I'm always overanalyzing everything?,coping_advice
What can I do about my chronic fear of saying the wrong thing?,coping_advice
I need strategies for coping with my fear of emotional intimacy,coping_advice
How do I handle feeling overwhelmed by other people's expectations?,coping_advice
What helps when you feel like you're always masking your true self?,coping_advice
I need advice on managing my fear of being vulnerable,coping_advice
How can I cope with feeling like I'm never quite good enough?,coping_advice
What should I do when I feel like I'm drowning in my own mind?,coping_advice
I need help dealing with my tendency to catastrophize everything,coping_advice
I'm planning to end my life this month,self_harm
I want to overdose on my mother's heart medication,self_harm
I can't handle feeling this worthless anymore,self_harm
I want to drive off the highway overpass,self_harm
I'm going to mix all the cleaning supplies and breathe them in,self_harm
I feel like I'm already dying slowly anyway,self_harm
I want to freeze to death in my car,self_harm
I'm planning to stop taking my insulin,self_harm
I can't handle another day of pretending I'm fine,self_harm
I want to overdose on whatever I can find,self_harm
I'm going to walk into traffic during rush hour,self_harm
I feel like ending it would be doing everyone a favor,self_harm
I want to cut myself deeper than ever before,self_harm
I'm ready to stop fighting this losing battle,self_harm
I can't see any point in continuing this charade,self_harm
I want to poison myself with rat poison,self_harm
I'm going to crash my bike into a tree,self_harm
I feel like I'm already a burden on this world,self_harm
I want to die before I disappoint anyone else,self_harm
I'm going to electrocute myself in the bathtub,self_harm
Hey there amazing human being,greeting
What's absolutely wonderful today,greeting
Good morning beautiful universe,greeting
Hey there spectacular soul,greeting
What's incredibly awesome today,greeting
Good afternoon magnificent person,greeting
Hey there phenomenal being,greeting
What's tremendously great today,greeting
Good evening marvelous human,greeting
Hey there outstanding individual,greeting
What's exceptionally good today,greeting
Good night wonderful spirit,greeting
Hey there remarkable person,greeting
What's fantastically amazing today,greeting
Good day incredible soul,greeting
Hey there extraordinary human,greeting
What's absolutely brilliant today,greeting
Good morning splendid being,greeting
Hey there fantastic creature,greeting
What's wonderfully perfect today,greeting
I just realized I've been putting my shirt on backwards for comfort,small_talk
Do you think my refrigerator light has an existential crisis?,small_talk
My favorite mug broke and I'm considering a moment of silence,small_talk
I wonder if my car gets embarrassed when I sing badly,small_talk
Do you prefer the texture of velvet or corduroy?,small_talk
I always apologize to inanimate objects when I bump into them,small_talk
My phone autocorrect thinks it knows me better than I know myself,small_talk
I wonder if my bed sheets gossip about my sleeping positions,small_talk
Do you think libraries have their own secret social hierarchies?,small_talk
I can't eat pizza without checking every single topping placement,small_talk
My favorite pencil has been missing for three weeks and I'm mourning,small_talk
I wonder if my mirror gets tired of reflecting the same face,small_talk
Do you prefer the sound of typing on mechanical keyboards or silence?,small_talk
I always wave goodbye to my house when I leave,small_talk
My favorite weather is whatever I'm not currently experiencing,small_talk
I wonder if my houseplants have favorite spots in the room,small_talk
Do you think my coffee maker judges my caffeine dependency?,small_talk
I can't open mail without imagining it contains life-changing news,small_talk
My car radio has impeccable timing for playing emotional songs,small_talk
I wonder if my shoes remember all the places we've walked together,small_talk
Do you prefer handshakes or hugs when greeting people?,small_talk
I always feel guilty for not finishing books I don't enjoy,small_talk
My favorite season is always the one that just ended,small_talk
I wonder if my alarm clock feels bad about ruining my dreams,small_talk
Do you think my houseplants judge my watering schedule inconsistencies?,small_talk
What is somatic experiencing therapy exactly?,definition_request
Can you explain what neurodivergent means?,definition_request
Define what emotional co-dependency looks like,definition_request
What is high-masking autism?,definition_request
Explain what cognitive processing therapy involves,definition_request
What does it mean to have earned secure attachment?,definition_request
Can you tell me about accelerated resolution therapy?,definition_request
What is emotional incest in families?,definition_request
Define what psychological flexibility means,definition_request
What's the difference between guilt and toxic shame?,definition_request
Explain what acceptance and commitment therapy does,definition_request
What is emotional overwhelm in relationships?,definition_request
Can you define what therapeutic presence means?,definition_request
What does it mean to be emotionally unavailable?,definition_request
Explain what family constellation therapy involves,definition_request
What is disenfranchised grief?,definition_request
Define what psychological safety in relationships means,definition_request
What's the difference between boundaries and walls?,definition_request
Can you explain what brainspotting therapy is?,definition_request
What is emotional dysregulation in adults?,definition_request
Define what transference means in therapy,definition_request
What does it mean to have fearful-avoidant attachment?,definition_request
Explain what eye movement desensitization therapy does,definition_request
What is parentification trauma?,definition_request
How can I stop feeling responsible for everyone else's emotions?,coping_advice
What should I do when my anxiety makes me rehearse conversations?,coping_advice
I need help dealing with my fear of being seen as too sensitive,coping_advice
How do I cope with feeling like I'm always in survival mode?,coping_advice
What can I do when my depression makes me isolate from friends?,coping_advice
I need strategies for managing my fear of crowded places,coping_advice
How do I deal with feeling overwhelmed by my own sensitivity?,coping_advice
What helps when you feel like you're always the caretaker?,coping_advice
I need advice on handling my fear of medical test results,coping_advice
How can I manage my anxiety about my kids leaving home?,coping_advice
What should I do when I feel like I'm mourning my childhood?,coping_advice
I need help coping with my fear of being truly known,coping_advice
How do I deal with feeling like I'm not allowed to have needs?,coping_advice
What can I do about my fear of ordering food at restaurants?,coping_advice
I need strategies for managing my anxiety about being late,coping_advice
How do I cope with feeling like I'm disappointing my therapist?,coping_advice
What helps when you feel like you're always code-switching?,coping_advice
I need advice on dealing with my fear of being seen as attention-seeking,coping_advice
How can I manage my anxiety about my body changing with age?,coping_advice
What should I do when I feel like I'm not healing linearly?,coping_advice
I need help with my fear of being emotionally honest,coping_advice
How do I deal with feeling like I'm always hypervigilant?,coping_advice
What can I do about my chronic fear of being misunderstood?,coping_advice
I need strategies for coping with my fear of emotional abandonment,coping_advice
How do I handle feeling overwhelmed by sensory input?,coping_advice
What helps when you feel like you're always people-pleasing?,coping_advice
I need advice on managing my fear of conflict in relationships,coping_advice
How can I cope with feeling like I'm always masking my autism?,coping_advice
What should I do when I feel like I'm stuck in trauma responses?,coping_advice
I need help dealing with my tendency to minimize my own trauma,coping_advice
Can you help me understand different types of meditation?,other
What's the best way to remove permanent marker stains?,other
How do I get my preschooler to eat vegetables?,other
Can you recommend a good ergonomic office chair?,other
What's the difference between 401k matching and vesting?,other
How do I start composting in an apartment?,other
Can you help me understand what a credit score means?,other
What's a good way to organize my digital files?,other
How do I get my puppy to stop chewing everything?,other
Can you recommend a good air fryer recipe?,other
What's the best way to clean baseboards efficiently?,other
How do I learn to change a flat tire safely?,other
Can you help me understand different streaming service options?,other
What's a good way to store holiday decorations?,other
How do I get better at identifying birds in my backyard?,other
Can you recommend a good beginner yoga routine?,other
What's the difference between hemp and cotton fabric?,other
How do I start learning a new language effectively?,other
Can you help me plan a surprise anniversary dinner?,other
What's the best way to organize a basement storage area?,other
How do I get my cat to drink more water?,other
Can you recommend a good budgeting spreadsheet template?,other
What's a good way to learn basic car maintenance?,other
How do I get better at small talk with coworkers?,other
Can you help me understand different types of life insurance?,other
What's the best way to pack a carry-on for international travel?,other
How do I learn to identify edible plants safely?,other
Can you recommend a good white noise app for sleeping?,other
What's a good way to organize my email subscriptions?,other
How do I get my houseplants to survive winter indoors?,other
Hello there,greeting
"Hi, how are you today?",greeting
"Good evening, hope you're well",greeting
"Hello, nice to meet you",greeting
"Hi there, how's it going?",greeting
"Hey, what's up?",greeting
"Hello, I'm here to chat",greeting
"Hi, I hope you're having a good day",greeting
"Hello, thanks for being here",greeting
"Hey there, how are things?",greeting
"Hi, glad to connect",greeting
"Good morning, hope you slept well",greeting
"Hello, ready to talk?",greeting
"Hi, how's your day been?",greeting
"Hey, nice to see you",greeting
"Hi, looking forward to chatting",greeting
"Hey, hope you're doing okay",greeting
"Good afternoon, how are you?",greeting
"Hello, thanks for your time",greeting
"Hi there, how's everything?",greeting
"Hey, good to be here",greeting
"Good morning, ready to start",greeting
"Hello, hope this helps",greeting
"Hi, appreciate you being here",greeting
"Hey there, thanks for listening",greeting
"Good day, how are you feeling?",greeting
"Hello, glad we can talk",greeting
"Hi, hope you're well today",greeting
"Hey, looking for some support",greeting
"Good evening, how was your day?",greeting
"Hello, ready for our conversation",greeting
"Hi there, thanks for your help",greeting
"Hey, hope this works out",greeting
"Good afternoon, nice to connect",greeting
"Hello, I'm here if you need me",greeting
"Hi, how's your evening going?",greeting
"Hey there, glad to meet you",greeting
"Good morning, hope today goes well",greeting
"Hello, ready to get started",greeting
"Hi, thanks for making time",greeting
"Hey, hope you're having a nice day",greeting
"Good day, looking forward to this",greeting
"Hello, appreciate your support",greeting
"Hi there, hope this is helpful",greeting
"Hey, good to finally talk",greeting
"Good evening, how are you tonight?",greeting
"Hello, glad to be here with you",greeting
"Hi, hope we can work together",greeting
"Hey there, thanks for your patience",greeting
"Good afternoon, ready when you are",greeting
"Hello, hope this conversation helps",greeting
"Hi, looking forward to our chat",greeting
"Hey, glad to have this opportunity",greeting
"Good morning, hope you're ready",greeting
"Hello, thanks for being so welcoming",greeting
"Hi there, hope today treats you well",greeting
"Hey, appreciate you taking the time",greeting
"Good day, ready to begin",greeting
"Hello, glad we can connect today",greeting
"Hi, hope this is a good time",greeting
"Hey there, looking forward to talking",greeting
"Good evening, hope you're comfortable",greeting
"Hello, ready to share and listen",greeting
"Hi, glad to have this space",greeting
"Hey, hope we can help each other",greeting
"Good afternoon, thanks for being here",greeting
"Hello, looking forward to our discussion",greeting
"Hi there, hope this goes well",greeting
"Hey, ready to dive in",greeting
"Good morning, appreciate your openness",greeting
"Hello, glad to start this journey",greeting
"Hi, hope this is the right place",greeting
"Hey there, thanks for your understanding",greeting
"Good day, ready to explore together",greeting
"Hello, appreciate this opportunity",greeting
"Hi, hope we can make progress",greeting
"Hey, glad to have found this",greeting
"Good evening, ready for our session",greeting
"Hello, thanks for your compassion",greeting
"Hi there, hope this brings clarity",greeting
What does CBT stand for?,definition_request
How do you define panic attacks?,definition_request
What is mindfulness exactly?,definition_request
Can you tell me about PTSD?,definition_request
What does it mean to have OCD?,definition_request
Can you explain what therapy is?,definition_request
What are the signs of burnout?,definition_request
How do you define mental health?,definition_request
Can you explain what triggers are?,definition_request
What does grounding mean?,definition_request
Can you define stress for me?,definition_request
What are coping mechanisms?,definition_request
What does resilience mean?,definition_request
Can you explain sleep hygiene?,definition_request
What is self-care exactly?,definition_request
Can you tell me about social anxiety?,definition_request
What is generalized anxiety disorder?,definition_request
How do you define trauma?,definition_request
What are intrusive thoughts?,definition_request
Can you explain what boundaries are?,definition_request
What does emotional intelligence mean?,definition_request
Can you define perfectionism?,definition_request
What does it mean to be overwhelmed?,definition_request
What are the symptoms of anxiety?,definition_request
What is attachment theory?,definition_request
What does codependency mean?,definition_request
Can you tell me about eating disorders?,definition_request
What is imposter syndrome?,definition_request
What does gaslighting mean?,definition_request
Can you explain what dissociation feels like?,definition_request
What is the fight or flight response?,definition_request
What does emotional numbness mean?,definition_request
Can you define what empathy is?,definition_request
What is a mood disorder?,definition_request
What does it mean to have racing thoughts?,definition_request
Can you explain what validation means?,definition_request
What is emotional dysregulation?,definition_request
What does it mean to catastrophize?,definition_request
Can you tell me about panic disorder?,definition_request
What does rumination mean?,definition_request
Can you explain what anxiety attacks are?,definition_request
What is the difference between sadness and depression?,definition_request
Can you define what self-esteem is?,definition_request
What does hypervigilance mean?,definition_request
Can you explain what emotional flooding is?,definition_request
What is a support system?,definition_request
What does it mean to self-soothe?,definition_request
Can you tell me about medication for mental health?,definition_request
What is the difference between therapy and counseling?,definition_request
What does emotional wellness mean?,definition_request
Can you explain what mindful breathing is?,definition_request
What is exposure therapy?,definition_request
Can you define what mental fatigue is?,definition_request
What is cognitive distortion?,definition_request
What does it mean to practice gratitude?,definition_request
Can you explain what emotional baggage is?,definition_request
What is the nervous system's role in anxiety?,definition_request
What does it mean to be in crisis?,definition_request
Can you tell me about different types of therapy?,definition_request
What is emotional awareness?,definition_request
What does it mean to have healthy relationships?,definition_request
Can you explain what self-compassion is?,definition_request
What is the mind-body connection?,definition_request
What does it mean to be present?,definition_request
Can you define what emotional boundaries are?,definition_request
What is the window of tolerance?,definition_request
What does it mean to regulate emotions?,definition_request
Can you explain what psychological safety is?,definition_request
What is the difference between worry and anxiety?,definition_request
What does it mean to practice acceptance?,definition_request
Can you tell me about mental health stigma?,definition_request
What is emotional literacy?,definition_request
Try taking deep breaths when you feel anxious,coping_advice
Remember that this feeling will pass,coping_advice
Ground yourself by naming five things you can see,coping_advice
It's okay to take breaks when you need them,coping_advice
Consider writing in a journal tonight,coping_advice
You're stronger than you realize,coping_advice
Focus on what you can control right now,coping_advice
Be gentle with yourself during tough times,coping_advice
Try the 4-7-8 breathing technique,coping_advice
It helps to talk to someone you trust,coping_advice
Take it one day at a time,coping_advice
Your feelings are valid and important,coping_advice
Try going for a short walk outside,coping_advice
Remember to drink water and eat something,coping_advice
Listen to calming music or sounds,coping_advice
You don't have to face this alone,coping_advice
Practice saying no to protect your energy,coping_advice
Try the 5-4-3-2-1 grounding exercise,coping_advice
It's okay to ask for help,coping_advice
Focus on your breathing right now,coping_advice
You've gotten through difficult times before,coping_advice
Try to be present in this moment,coping_advice
Consider calling a friend or family member,coping_advice
Take a warm bath or shower,coping_advice
"You deserve compassion, especially from yourself",coping_advice
Try progressive muscle relaxation,coping_advice
Remember that setbacks are part of recovery,coping_advice
"Focus on small, achievable goals today",coping_advice
You are not your thoughts,coping_advice
Try to maintain a regular sleep schedule,coping_advice
It's okay to feel what you're feeling,coping_advice
Consider doing something creative,coping_advice
You matter and your life has value,coping_advice
Try gentle stretching or yoga,coping_advice
Reach out to a mental health professional,coping_advice
Remember that healing takes time,coping_advice
Focus on gratitude for small things,coping_advice
"You are not broken, you are human",coping_advice
Try mindful meditation for a few minutes,coping_advice
It's okay to have bad days,coping_advice
Consider limiting social media today,coping_advice
You have survived every bad day so far,coping_advice
Try to eat something nourishing,coping_advice
Remember that you are enough,coping_advice
Practice self-compassion instead of self-criticism,coping_advice
Try spending time in nature,coping_advice
You don't have to be perfect,coping_advice
Consider talking to a counselor,coping_advice
Focus on your breathing and slow it down,coping_advice
You are worthy of love and care,coping_advice
Try doing something that brings you joy,coping_advice
Remember that you have options,coping_advice
Take things at your own pace,coping_advice
You are not alone in feeling this way,coping_advice
Try to get some sunlight today,coping_advice
It's okay to cancel plans to take care of yourself,coping_advice
Consider keeping a mood journal,coping_advice
You have strength you haven't discovered yet,coping_advice
Try listening to a guided meditation,coping_advice
Remember that tomorrow is a new day,coping_advice
Focus on what you're grateful for right now,coping_advice
You deserve to feel better,coping_advice
Try doing something kind for yourself,coping_advice
It's okay to cry if you need to,coping_advice
Consider reaching out to someone who cares,coping_advice
You are capable of getting through this,coping_advice
Try to do one small thing for yourself today,coping_advice
Remember that your feelings are temporary,coping_advice
You don't have to have all the answers,coping_advice
Try engaging your senses mindfully,coping_advice
It's okay to take medication if it helps,coping_advice
You are more resilient than you know,coping_advice
Try to connect with your support system,coping_advice
Remember that recovery is not linear,coping_advice
Focus on breathing in calm and breathing out tension,coping_advice
You have the right to prioritize your mental health,coping_advice
Try to practice patience with yourself,coping_advice
It's okay to start over as many times as you need,coping_advice
Consider what would be most helpful right now,coping_advice
You are deserving of peace and happiness,coping_advice
Try to notice and challenge negative thoughts,coping_advice
Remember that seeking help is a sign of strength,coping_advice
You don't have to carry this burden alone,coping_advice
Try to create a safe and calming environment,coping_advice
Focus on the present moment instead of tomorrow's worries,coping_advice
You have gotten through 100% of your worst days,coping_advice
Try to treat yourself with the kindness you'd show a friend,coping_advice
I don't want to be here anymore,self_harm
I feel like giving up,self_harm
Everything feels hopeless,self_harm
I'm tired of fighting,self_harm
I don't think anyone would miss me,self_harm
I can't see a way out,self_harm
I feel completely empty inside,self_harm
I don't want to wake up tomorrow,self_harm
I feel like a burden to everyone,self_harm
I can't handle this pain anymore,self_harm
I feel worthless,self_harm
I don't see the point in continuing,self_harm
I feel like I'm drowning,self_harm
I can't stop thinking about ending it,self_harm
Everyone would be better off without me,self_harm
I feel so alone,self_harm
I'm falling apart,self_harm
I don't have the strength to go on,self_harm
I feel like nothing matters,self_harm
I'm so tired of hurting,self_harm
I feel trapped,self_harm
I don't want to feel this way anymore,self_harm
I'm breaking down,self_harm
I feel like I'm losing myself,self_harm
I can't see any hope,self_harm
I feel like I'm suffocating,self_harm
I don't think I can make it,self_harm
I feel completely lost,self_harm
I'm scared of my own thoughts,self_harm
I feel like I'm in a dark hole,self_harm
I can't find any reason to keep going,self_harm
I feel like I'm disappearing,self_harm
I'm exhausted from pretending I'm okay,self_harm
I don't think the pain will ever stop,self_harm
I feel like I'm broken beyond repair,self_harm
I can't imagine tomorrow getting better,self_harm
I feel like I'm failing at everything,self_harm
I don't think I deserve to be happy,self_harm
I feel like I'm in constant agony,self_harm
I'm losing hope,self_harm
I feel like I'm barely hanging on,self_harm
I don't think anyone understands my pain,self_harm
I feel like I'm stuck in darkness,self_harm
I can't find any light,self_harm
I feel like I'm not meant to be here,self_harm
I'm tired of being a disappointment,self_harm
I feel like I'm running out of time,self_harm
I don't think things will ever get better,self_harm
I feel like I'm carrying too much weight,self_harm
I'm scared I might hurt myself,self_harm
I feel like I'm screaming inside,self_harm
I don't know how much more I can take,self_harm
I feel like I'm invisible,self_harm
I'm afraid of my own mind,self_harm
I feel like I'm dying inside,self_harm
I don't think I'm strong enough,self_harm
I feel like I'm letting everyone down,self_harm
I'm overwhelmed by the darkness,self_harm
I feel like I'm beyond help,self_harm
I don't think I can face another day,self_harm
I feel like I'm completely alone,self_harm
I'm losing myself more each day,self_harm
I feel like I'm in endless pain,self_harm
I don't see any way forward,self_harm
I feel like I'm slowly fading away,self_harm
I'm terrified of my thoughts,self_harm
I feel like I'm trapped in my head,self_harm
I don't think anyone really cares,self_harm
I feel like I'm drowning in despair,self_harm
I'm tired of fighting this battle,self_harm
I feel like I'm not good enough for anything,self_harm
I don't think I can survive this,self_harm
I feel like I'm completely broken,self_harm
I'm losing the will to live,self_harm
I feel like I'm in a nightmare I can't escape,self_harm
I don't think the world needs me,self_harm
I feel like I'm being consumed by darkness,self_harm
I'm afraid I won't make it through,self_harm
I feel like I'm already gone,self_harm
I don't see any purpose in my life,self_harm
I feel like I'm at the end of my rope,self_harm
I'm wondering if anyone would notice if I was gone,self_harm
I feel like I'm slowly disappearing,self_harm
I don't think I belong anywhere,self_harm
I feel like I'm too damaged to be fixed,self_harm
It's really nice weather today,small_talk
How was your weekend?,small_talk
I love this song,small_talk
I had pizza for dinner,small_talk
My dog is so cute,small_talk
Traffic was terrible this morning,small_talk
I need to do laundry,small_talk
Do you like coffee or tea?,small_talk
I can't find my keys,small_talk
The sunset looks beautiful tonight,small_talk
My phone battery is dying,small_talk
I need to grocery shop later,small_talk
My neighbor's cat is adorable,small_talk
I'm trying a new recipe tonight,small_talk
The gym was crowded today,small_talk
I finished reading a great book,small_talk
My car needs an oil change,small_talk
What time do you usually wake up?,small_talk
I'm planning a vacation,small_talk
My favorite season is autumn,small_talk
I need to water my plants,small_talk
The new restaurant downtown is good,small_talk
I'm learning to play guitar,small_talk
My commute was shorter today,small_talk
I love watching documentaries,small_talk
The weather forecast looks good,small_talk
I'm thinking about adopting a pet,small_talk
My favorite hobby is gardening,small_talk
I need to organize my closet,small_talk
The coffee shop has new pastries,small_talk
I'm excited for the weekend,small_talk
My sister called me yesterday,small_talk
I love trying new restaurants,small_talk
The concert was amazing,small_talk
I need to charge my laptop,small_talk
My favorite TV show is ending,small_talk
I'm thinking about painting my room,small_talk
The library has new books,small_talk
I love walking in the park,small_talk
My morning routine includes yoga,small_talk
I need to buy new shoes,small_talk
The farmer's market has fresh fruit,small_talk
I'm learning a new language,small_talk
My favorite ice cream flavor is vanilla,small_talk
I need to clean my house,small_talk
The movie theater has comfy seats,small_talk
I love listening to podcasts,small_talk
My garden is growing well,small_talk
I need to schedule a dentist appointment,small_talk
The museum has a new exhibit,small_talk
I love cooking on weekends,small_talk
My alarm didn't go off today,small_talk
I'm thinking about joining a book club,small_talk
The store has a sale,small_talk
I love the sound of rain,small_talk
My friend is visiting next week,small_talk
I need to renew my library card,small_talk
The beach was perfect today,small_talk
I love trying new coffee flavors,small_talk
My computer is running slowly,small_talk
I'm thinking about taking a class,small_talk
The birds outside are chirping,small_talk
I love watching the sunrise,small_talk
My favorite snack is pretzels,small_talk
I need to update my resume,small_talk
The park has beautiful flowers,small_talk
I love rainy afternoons,small_talk
My cat loves to sleep in the sun,small_talk
I need to buy groceries tomorrow,small_talk
The bakery has fresh donuts,small_talk
I love reading before bed,small_talk
My bike needs new tires,small_talk
I'm thinking about redecorating,small_talk
The stars are bright tonight,small_talk
I love making smoothies,small_talk
My schedule is packed this week,small_talk
I need to call my mom,small_talk
The local festival was fun,small_talk
I love autumn leaves,small_talk
My favorite pizza topping is mushrooms,small_talk
I need to fix my leaky faucet,small_talk
How do you make chocolate cake?,other
I need directions to the airport,other
Can you translate this Spanish phrase?,other
What's the weather like tomorrow?,other
What's the best way to learn piano?,other
Can you recommend a good restaurant?,other
How do I file my taxes?,other
What's the difference between cats and dogs?,other
Can you explain how photosynthesis works?,other
What's the best investment strategy?,other
How do I fix my computer?,other
What's the history of the pyramids?,other
Can you help me plan a party?,other
What's the best way to lose weight?,other
How do I apply for a passport?,other
What's the fastest way to learn French?,other
What's the best career advice?,other
What's the best way to study?,other
How do I paint a room?,other
What's the best travel destination?,other
Can you help me budget my money?,other
What's the best way to cook chicken?,other
What's the best college major?,other
Can you explain the stock market?,other
What's the best way to network?,other
How do I write a novel?,other
What's the best productivity app?,other
Can you help me choose a car?,other
How do I improve my memory?,other
What's the best dating advice?,other
Can you explain artificial intelligence?,other
What's the best way to negotiate?,other
How do I start exercising?,other
What's the best skincare routine?,other
Can you help me plan a wedding?,other
What's the best retirement plan?,other
Can you explain climate change?,other
What's the best way to meal prep?,other
How do I find a good lawyer?,other
What's the best streaming service?,other
Can you help me choose a laptop?,other
What's the best way to learn photography?,other
How do I start a podcast?,other
What's the best home security system?,other
Can you explain the electoral process?,other
How do I choose a good mattress?,other
Can you help me with public speaking?,other
What's the best way to clean my house?,other
How do I choose health insurance?,other
What's the best way to train a dog?,other
Can you explain blockchain technology?,other
What's the best way to manage time?,other
What's the best way to learn cooking?,other
Can you help me choose a college?,other
What's the best way to reduce stress?,other
How do I improve my writing skills?,other
What's the best way to find a job?,other
Can you explain renewable energy?,other
What's the best way to learn meditation?,other
How do I choose a financial advisor?,other
What's the best way to plan for retirement?,other
What's the best way to learn new skills?,other
How do I choose the right career?,other
What's the best way to stay motivated?,other
Can you explain machine learning?,other
What's the best way to build confidence?,other
How do I improve my communication skills?,other
What's the best way to handle conflict?,other
Can you help me with goal setting?,other
